procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0   5376      0 31935603    0    0 147968     0 1567 1181  2  1 97  1  0  0
 0  1      0   4864      0 31936173    0    0 149504     0 1585 1184  2  1 97  1  0  0
 1  0      0   4096      0 31936798    0    0 149504     4 1731 1524  2  1 97  1  0  0
 1  0      0   2560      0 31938400    0    0 151296     0 1585 1229  2  1 97  1  0  0
 0  1      0   1792      0 31939225    0    0 149760    44 1564 1187  2  1 97  1  0  0
 1  0      0    768      0 31940364    0    0 149504     0 1584 1230  2  1 97  1  0  0
 0  1      0   6144      0 31934708    0    0 151296     0 1607 1261  2  1 97  1  0  0
 1  0      0   5376      0 31935342    0    0 148992     0 1567 1168  2  1 97  1  0  0
 1  0      0   3840      0 31936975    0    0 150272    80 1582 1182  2  1 97  1  0  0
 1  0      0   7424      0 31933460    0    0 151552    24 1656 1304  2  1 97  1  0  0
 3  0      0   4096      0 31936632    0    0 151552     0 1628 1286  2  1 97  1  0  0
 1  0      0   2048      0 31938820    0    0 150528     0 1564 1162  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   4608      0 31936282    0    0 152576     0 1596 1251  2  1 97  1  0  0
 1  1      0   6400      0 31933963    0    0 67072 355336 3077 1437  1  1 97  1  0  0
 0  2      0   4608      0 31935762    0    0 58368 369736 3092 1400  1  1 97  1  0  0
 0  1      0   2816      0 31937331    0    0 69888 331820 2900 1387  1  1 97  1  0  0
 1  0      0   1792      0 31938750    0    0 149760    76 1591 1195  2  1 97  1  0  0
 0  1      0   4352      0 31936204    0    0 152576     0 1604 1200  2  1 97  1  0  0
 0  1      0   2048      0 31938401    0    0 150272     0 1607 1271  2  1 97  1  0  0
 1  0      0   1792      0 31938924    0    0 149760    44 1538 1161  2  1 97  1  0  0
 1  0      0    512      0 31940120    0    0 150016     0 1587 1151  2  1 97  1  0  0
 1  1      0   3328      0 31937280    0    0 82432 290448 2741 1351  1  1 94  3  0  0
 1  1      0   4352      0 31936128    0    0 61440 360820 3084 1528  1  1 94  4  0  0
 0  2      0   4608      0 31935995    0    0 60928 358712 3005 1380  1  1 94  4  0  0
 1  1      0   3072      0 31937361    0    0 61952 353092 2978 1432  1  1 94  4  0  0
 1  1      0   3840      0 31936744    0    0 61440 359688 3030 1327  1  1 94  3  0  0
 1  1      0   1536      0 31939071    0    0 62464 354036 2987 1420  1  1 94  4  0  0
 1  1      0   2816      0 31937779    0    0 64512 344064 2954 1381  1  1 94  4  0  0
 1  1      0   6656      0 31933883    0    0 67328 352256 2939 1364  1  1 94  4  0  0
 2  0      0   4864      0 31935710    0    0 65792 344148 2950 1347  1  1 94  4  0  0
 0  2      0    512      0 31940114    0    0 63488 352256 2970 1433  1  1 94  4  0  0
 0  2      0   5376      0 31935420    0    0 62976 352256 2962 1327  1  1 94  4  0  0
 2  0      0   1536      0 31939583    0    0 58880 360448 3046 1433  1  1 94  4  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   1536      0 31939454    0    0 96256 204800 2444 1384  2  1 95  2  0  0
 1  0      0   7168      0 31933804    0    0 150528   296 1690 1346  2  1 97  1  0  0
 1  0      0   5120      0 31935995    0    0 150272     0 1697 1603  2  1 97  1  0  0
 0  1      0   1024      0 31940147    0    0 151552     0 1558 1164  2  1 97  1  0  0
 1  0      0   7424      0 31933589    0    0 149760     0 1587 1209  2  1 97  1  0  0
 1  0      0   4608      0 31936368    0    0 151296     0 1614 1276  2  1 97  1  0  0
 1  1      0    768      0 31940297    0    0 70912 319520 2873 1457  1  1 97  1  0  0
 1  2      0   3072      0 31938088    0    0 60416 352256 2978 1407  1  1 97  1  0  0
 1  1      0   4608      0 31936451    0    0 64000 344064 2911 1310  1  1 97  1  0  0
 1  0      0   6656      0 31934531    0    0 102912 176128 2298 1404  2  1 97  1  0  0
 1  0      0   5120      0 31936268    0    0 149504     0 1672 1350  2  1 97  1  0  0
 1  0      0   2816      0 31938641    0    0 151552   112 1561 1187  2  1 97  1  0  0
 0  1      0    512      0 31940783    0    0 150528     0 1561 1207  2  1 97  1  0  0
 1  0      0      0      0 31941181    0    0 148992     0 1601 1266  2  1 97  1  0  0
 1  0      0   6144      0 31934452    0    0 150528     0 1621 1245  2  1 97  1  0  0
 1  0      0   6656      0 31934466    0    0 149248     0 1620 1273  2  1 97  1  0  0
 0  1      0   2048      0 31939131    0    0 152064    16 1517 1164  2  1 97  1  0  0
 1  0      0      0      0 31940956    0    0 149760     0 1641 1370  2  1 97  1  0  0
 1  0      0    768      0 31940315    0    0 149504     0 1522 1141  2  1 97  1  0  0
 1  0      0   1792      0 31939111    0    0 149504     8 1582 1206  2  1 97  1  0  0
 1  0      0   7424      0 31933420    0    0 150272     0 1522 1163  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   7680      0 31933245    0    0 148736    44 1588 1325  2  1 97  1  0  0
 1  0      0   5376      0 31935523    0    0 151552     0 1640 1316  2  1 97  1  0  0
 0  1      0   3328      0 31937511    0    0 150528     0 1535 1145  2  1 97  1  0  0
 1  0      0   6400      0 31934413    0    0 148224     0 1535 1180  2  1 97  1  0  0
 1  0      0    768      0 31940114    0    0 147712     0 1746 1426  2  1 97  1  0  0
 1  0      0   5376      0 31935464    0    0 151552    16 1645 1304  2  1 97  1  0  0
 1  0      0   2816      0 31938054    0    0 151040     0 1567 1177  2  1 97  1  0  0
 0  1      0   1536      0 31939370    0    0 149760     0 1525 1142  2  1 97  1  0  0
 1  0      0   1280      0 31939644    0    0 149760     0 1810 1588  2  1 97  1  0  0
 1  0      0   7168      0 31933927    0    0 150272     0 1571 1173  2  1 97  1  0  0
 1  0      0      0      0 31940648    0    0 148736    20 1593 1224  2  1 97  1  0  0
 1  0      0   1024      0 31939741    0    0 149504     0 1537 1181  2  1 97  1  0  0
 1  0      0   1792      0 31938832    0    0 153088     0 1609 1265  2  1 97  1  0  0
 1  0      0    256      0 31940142    0    0 150016     0 1681 1262  2  1 97  1  0  0
 1  1      0   1792      0 31938811    0    0 79872 290820 2662 1329  1  1 94  3  0  0
 1  1      0   7424      0 31933313    0    0 61440 352320 2914 1350  1  1 94  4  0  0
 1  1      0   5632      0 31935100    0    0 62720 352336 3016 1518  1  1 94  4  0  0
 1  0      0   7168      0 31933511    0    0 142080 36864 1744 1183  2  1 96  1  0  0
 0  1      0   6400      0 31934550    0    0 149504     0 1595 1283  2  1 97  1  0  0
 1  0      0   1792      0 31938750    0    0 151564    56 1941 1852  2  1 97  1  0  0
 1  0      0   5632      0 31935458    0    0 147456    60 1614 1291  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   6400      0 31934518    0    0 149504     0 1627 1322  2  1 97  1  0  0
 0  2      0   4096      0 31936951    0    0 93184 233472 2441 1290  1  1 95  2  0  0
 1  1      0   2304      0 31938949    0    0 62464 344064 2933 1533  1  1 95  2  0  0
 2  0      0   1024      0 31940281    0    0 61440 352472 3040 1556  1  1 97  1  0  0
 0  2      0   3584      0 31937530    0    0 60160 360448 2958 1427  1  1 97  1  0  0
 1  1      0   2304      0 31939029    0    0 62720 352256 2937 1375  1  1 97  1  0  0
 1  1      0   2304      0 31938960    0    0 61440 360448 3014 1422  1  1 97  1  0  0
 0  2      0   2816      0 31938442    0    0 60928 352256 3030 1575  1  1 95  3  0  0
 1  1      0   4352      0 31936940    0    0 59904 352480 2964 1470  1  1 94  4  0  0
 1  1      0   2560      0 31938548    0    0 59392 352256 2959 1344  1  1 94  4  0  0
 1  2      0   6400      0 31934916    0    0 58880 352256 3054 1525  1  1 94  4  0  0
 1  1      0   2048      0 31939174    0    0 59904 344064 2930 1443  1  1 94  4  0  0
 0  2      0   3072      0 31938136    0    0 61440 344064 2878 1366  1  1 94  4  0  0
 1  0      0   5120      0 31935618    0    0 70656 315492 2810 1372  1  1 94  3  0  0
 1  0      0   4608      0 31936231    0    0 148736     0 1539 1169  2  1 97  1  0  0
 1  0      0   2816      0 31938358    0    0 149248   224 1651 1336  2  1 97  1  0  0
 1  0      0      0      0 31941088    0    0 150272     0 1552 1171  2  1 97  1  0  0
 1  0      0   6144      0 31934529    0    0 149248     0 1644 1407  2  1 97  1  0  0
 1  0      0   5632      0 31935553    0    0 151040   160 1568 1233  2  1 97  1  0  0
 0  2      0   5120      0 31936093    0    0 81920 280968 2749 1491  1  1 97  1  0  0
 1  1      0   3584      0 31937647    0    0 61440 353912 3116 1774  1  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0   2308      0 31938797    0    0 65536 352256 3058 1487  1  1 97  1  0  0
 1  0      0   5888      0 31934993    0    0 110080 150528 2185 1271  1  1 97  1  0  0
 1  0      0   1280      0 31939736    0    0 147968    68 1584 1291  2  1 97  1  0  0
 1  0      0   7168      0 31933838    0    0 151040     0 1538 1179  2  1 97  1  0  0
 1  0      0   6400      0 31934515    0    0 149504     0 1629 1295  2  1 97  1  0  0
 1  0      0   4352      0 31936614    0    0 150016     0 1589 1292  2  1 97  1  0  0
 1  0      0   1536      0 31939025    0    0 152064     8 1651 1396  2  1 97  1  0  0
 1  0      0    768      0 31940447    0    0 150016    88 1553 1221  2  1 97  1  0  0
 1  0      0      0      0 31941038    0    0 150016     0 1562 1224  2  1 97  1  0  0
 1  0      0      0      0 31941099    0    0 150016     0 1595 1261  2  1 97  1  0  0
 0  1      0   5632      0 31935516    0    0 147456     0 1584 1239  2  1 97  1  0  0
 0  1      0   5120      0 31936122    0    0 149248     0 1682 1371  2  1 97  1  0  0
 1  0      0   5376      0 31935657    0    0 149760    28 1582 1185  2  1 97  1  0  0
 1  0      0   4352      0 31936886    0    0 150016     0 1564 1192  2  1 97  1  0  0
 0  1      0   2048      0 31939215    0    0 146432     0 1620 1253  2  1 97  1  0  0
 1  0      0   2048      0 31939102    0    0 150016    96 1639 1271  2  1 97  1  0  0
 0  1      0   4608      0 31936571    0    0 148224     0 1585 1209  2  1 97  1  0  0
 1  0      0   6656      0 31934553    0    0 149248    76 1580 1195  2  1 97  1  0  0
 1  0      0   1536      0 31939867    0    0 148992     0 1633 1330  2  1 97  1  0  0
 1  0      0   2304      0 31938923    0    0 148480     0 1638 1314  2  1 97  1  0  0
 1  0      0   6400      0 31934960    0    0 151552     0 1581 1187  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   2304      0 31939044    0    0 151552     0 1615 1223  2  1 97  1  0  0
 1  0      0   6144      0 31935086    0    0 109568 172048 2323 1419  1  1 97  1  0  0
 1  0      0   5632      0 31935672    0    0 150528     0 1561 1199  2  1 97  1  0  0
 1  0      0   5120      0 31936288    0    0 149248     0 1541 1173  2  1 97  1  0  0
 1  0      0   3328      0 31937908    0    0 150784     0 1550 1223  2  1 97  1  0  0
 0  1      0   1792      0 31939625    0    0 151552     0 1639 1351  2  1 97  1  0  0
 2  1      0   2816      0 31938605    0    0 137216 58236 1773 1225  2  1 97  1  0  0
 1  1      0   2304      0 31939216    0    0 57344 364740 3058 1370  1  1 97  1  0  0
 1  1      0   6400      0 31935078    0    0 59392 358176 2978 1328  1  1 97  1  0  0
 0  2      0   4864      0 31936660    0    0 58368 359752 3036 1418  1  1 97  1  0  0
 1  1      0   2560      0 31938835    0    0 62464 367672 3116 1392  1  1 97  1  0  0
 2  0      0   2048      0 31939368    0    0 65536 358248 2998 1480  1  1 97  1  0  0
 1  1      0   2048      0 31939380    0    0 57856 373144 3129 1460  1  1 97  1  0  0
 1  1      0   7424      0 31934039    0    0 58880 377088 3152 1442  1  1 97  1  0  0
 0  2      0   5632      0 31935745    0    0 57856 370092 3087 1417  1  1 97  1  0  0
 1  1      0   1536      0 31939866    0    0 60928 363764 3023 1428  1  1 97  1  0  0
 1  1      0   6144      0 31935233    0    0 57344 363328 3019 1353  1  1 97  1  0  0
 1  1      0   1024      0 31940416    0    0 61440 360952 3053 1471  1  1 97  1  0  0
 1  0      0    512      0 31940974    0    0 77312 295684 2740 1314  1  1 97  1  0  0
 0  1      0   4608      0 31936276    0    0 151040     0 1589 1217  2  1 97  1  0  0
 0  1      0    768      0 31940304    0    0 151552     0 1583 1194  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0   1024      0 31939443    0    0 148992    60 1632 1353  2  1 97  1  0  0
 1  0      0    256      0 31940832    0    0 150016     0 1545 1174  2  1 97  1  0  0
 0  1      0   6400      0 31934632    0    0 150528     0 1540 1142  2  1 97  1  0  0
 1  1      0   6144      0 31934959    0    0 83968 277356 2662 1554  1  1 97  1  0  0
 2  0      0    768      0 31940326    0    0 60928 354452 3015 1435  1  1 97  1  0  0
 1  1      0   3584      0 31937431    0    0 59136 360552 2943 1307  1  1 97  1  0  0
 1  0      0   6656      0 31934532    0    0 125696 98304 1999 1285  2  1 97  1  0  0
 1  0      0   1792      0 31939199    0    0 147456     0 1493 1121  2  1 97  1  0  0
 1  0      0   6144      0 31934728    0    0 151552     0 1587 1261  2  1 97  1  0  0
 1  0      0   2048      0 31938883    0    0 151552     0 1558 1157  2  1 97  1  0  0
 1  0      0    512      0 31940618    0    0 150016    44 1537 1137  2  1 97  1  0  0
 0  1      0   6656      0 31934232    0    0 150016     0 1556 1162  2  1 97  1  0  0
 1  0      0   3072      0 31937871    0    0 150784     0 1668 1368  2  1 97  1  0  0
 1  0      0   6400      0 31934502    0    0 151808     0 1568 1191  2  1 97  1  0  0
 1  0      0   6656      0 31934505    0    0 150016     0 1663 1281  2  1 97  1  0  0
 1  0      0   2816      0 31937842    0    0 151552    48 1597 1183  2  1 97  1  0  0
 1  0      0   1536      0 31939181    0    0 149504     8 1674 1310  2  1 97  1  0  0
 1  0      0   5376      0 31935274    0    0 151552     0 1691 1566  2  1 97  1  0  0
 1  0      0   6400      0 31933717    0    0 152576     0 1571 1169  2  1 97  1  0  0
 0  1      0   3840      0 31936820    0    0 151296     0 1572 1203  2  1 97  1  0  0
 1  0      0   2816      0 31937864    0    0 149760    28 1613 1271  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   3072      0 31937858    0    0 149504     0 1594 1158  2  1 97  1  0  0
 1  0      0   1792      0 31937855    0    0 149504     0 1569 1149  2  1 97  1  0  0
 1  0      0   4864      0 31935797    0    0 152064     0 1557 1188  2  1 97  1  0  0
 1  0      0   3328      0 31937334    0    0 151040     0 1639 1322  2  1 97  1  0  0
 1  0      0   1792      0 31939068    0    0 150016    32 1569 1193  2  1 97  1  0  0
 1  0      0   6144      0 31934540    0    0 151040     0 1597 1220  2  1 97  1  0  0
 1  0      0   1536      0 31939230    0    0 152064     0 1575 1191  2  1 97  1  0  0
 0  1      0    256      0 31940538    0    0 150016     0 1653 1291  2  1 97  1  0  0
 1  0      0   5888      0 31934747    0    0 150528     0 1595 1205  2  1 97  1  0  0
 1  0      0   2816      0 31937850    0    0 151552    16 1623 1170  2  1 97  1  0  0
 1  1      0   6144      0 31934624    0    0 132096 65536 1765 1204  2  1 96  1  0  0
 1  1      0    772      0 31939927    0    0 56320 352260 2944 1373  1  1 94  4  0  0
 1  1      0   3328      0 31937520    0    0 60416 352260 2966 1342  1  1 94  4  0  0
 1  0      0   2816      0 31938136    0    0 77824 286720 2804 1444  1  1 94  3  0  0
 1  0      0   2048      0 31938873    0    0 149248   108 1578 1168  2  1 97  1  0  0
 1  0      0   7168      0 31933317    0    0 150784     0 1832 1546  2  1 97  1  0  0
 0  1      0    256      0 31939978    0    0 148480     0 1765 1256  2  1 97  1  0  0
 0  1      0   3072      0 31937324    0    0 152576     0 1683 1329  2  1 97  1  0  0
 1  1      0   1280      0 31938619    0    0 150528  8196 1622 1216  2  1 97  1  0  0
 2  1      0   4352      0 31935912    0    0 63488 344092 3088 1618  1  1 97  1  0  0
 2  1      0    512      0 31939716    0    0 58368 360448 2998 1311  1  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0   2048      0 31938347    0    0 65536 335872 2886 1387  1  1 97  1  0  0
 0  2      0   5916      0 31934324    0    0 59392 360448 2974 1398  1  1 97  1  0  0
 1  1      0   3840      0 31936621    0    0 62464 352256 3228 1796  1  1 97  1  0  0
 1  1      0   5632      0 31934748    0    0 60416 360608 2918 1336  1  1 97  1  0  0
 1  1      0   2048      0 31938529    0    0 59392 360448 2972 1375  1  1 97  1  0  0
 0  2      0   6656      0 31933300    0    0 58112 352256 3289 2081  1  1 97  1  0  0
 1  1      0   3840      0 31936140    0    0 63744 344064 3293 1906  1  1 97  1  0  0
 1  1      0   6144      0 31933807    0    0 59392 360448 3082 1434  1  1 97  1  0  0
 1  1      0    256      0 31939633    0    0 60416 344164 2868 1350  1  1 97  1  0  0
 0  2      0   3840      0 31936188    0    0 64512 352256 2971 1398  1  1 97  1  0  0
 1  0      0    768      0 31939134    0    0 111616 135244 2200 1323  2  1 97  1  0  0
 0  1      0   1280      0 31938731    0    0 150016     0 1709 1477  2  1 97  1  0  0
 1  0      0   2048      0 31937077    0    0 148992     0 1599 1170  2  1 97  1  0  0
 1  0      0   7424      0 31932173    0    0 150528   164 1641 1298  2  1 97  1  0  0
 1  0      0   6400      0 31933103    0    0 149504     0 1699 1428  2  1 97  1  0  0
 1  1      0   4352      0 31935029    0    0 135168 53248 1764 1221  2  1 97  1  0  0
 1  1      0   4864      0 31934716    0    0 57344 360448 2957 1338  1  1 97  1  0  0
 0  2      0   4608      0 31934839    0    0 57856 360448 3049 1414  1  1 97  1  0  0
 0  2      0   5376      0 31934205    0    0 60672 358456 2999 1440  1  1 97  1  0  0
 1  0      0   4096      0 31935387    0    0 150784     0 1605 1187  2  1 97  1  0  0
 1  0      0   2048      0 31937417    0    0 150528     0 1612 1284  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   3328      0 31936294    0    0 148480     0 1576 1265  2  1 97  1  0  0
 0  1      0   3328      0 31936585    0    0 150528     0 1644 1293  2  1 97  1  0  0
 1  0      0   3584      0 31936057    0    0 148480    88 1554 1177  2  1 97  1  0  0
 1  0      0   2816      0 31936994    0    0 150528     0 1576 1212  2  1 97  1  0  0
 1  0      0   3840      0 31935889    0    0 148480     0 1524 1139  2  1 97  1  0  0
 1  0      0   5888      0 31933728    0    0 151552     0 1628 1298  2  1 97  1  0  0
 1  0      0   3584      0 31936270    0    0 151552     0 1584 1192  2  1 97  1  0  0
 1  0      0   4608      0 31935176    0    0 149504    16 1550 1158  2  1 97  1  0  0
 1  0      0   5120      0 31934617    0    0 149504     8 1563 1167  2  1 97  1  0  0
 1  0      0   5376      0 31934356    0    0 148480     0 1592 1258  2  1 97  1  0  0
 1  0      0   6912      0 31932869    0    0 149504     0 1887 1762  2  1 97  1  0  0
 1  0      0   2048      0 31937586    0    0 148480     0 1791 1444  2  1 97  1  0  0
 1  0      0   3584      0 31936026    0    0 148480    44 1715 1309  2  1 97  1  0  0
 0  1      0   5376      0 31934385    0    0 149248     0 1669 1359  2  1 97  1  0  0
 1  0      0      0      0 31939698    0    0 148736     0 1723 1607  2  1 97  1  0  0
 1  0      0   4864      0 31935112    0    0 147456     0 1774 1453  2  1 97  1  0  0
 1  1      0   3328      0 31936659    0    0 150528    16 1968 1764  2  1 97  1  0  0
 1  0      0   1024      0 31939147    0    0 150528     0 1789 1359  2  1 97  1  0  0
 0  1      0   3328      0 31936629    0    0 149248     0 1676 1261  2  1 97  1  0  0
 1  0      0   5888      0 31934113    0    0 147712     0 1578 1178  2  1 97  1  0  0
 0  1      0    768      0 31939330    0    0 148224     0 1654 1328  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0    256      0 31939888    0    0 150784    16 1733 1332  2  1 97  1  0  0
 0  1      0      0      0 31940401    0    0 150528     0 1613 1207  2  1 97  1  0  0
 0  2      0    768      0 31939642    0    0 103168 190472 2308 1373  1  1 97  1  0  0
 0  2      0   3328      0 31936802    0    0 59648 352260 2955 1375  1  1 97  1  0  0
 1  0      0   5120      0 31935212    0    0 63488 337920 2985 1430  1  1 97  1  0  0
 1  0      0   3072      0 31937364    0    0 147456   176 1639 1262  2  1 97  1  0  0
 1  0      0   6144      0 31934228    0    0 147968     0 1565 1170  2  1 97  1  0  0
 2  0      0      0      0 31940486    0    0 149504     8 1675 1341  2  1 97  1  0  0
 1  0      0   2304      0 31938108    0    0 148992     0 1613 1203  2  1 97  1  0  0
 1  0      0      0      0 31940444    0    0 147456    28 1661 1383  2  1 97  1  0  0
 0  2      0    768      0 31939684    0    0 71424 309312 2739 1328  1  1 97  1  0  0
 1  1      0   6144      0 31934203    0    0 63744 351844 3028 1635  1  1 97  1  0  0
 0  2      0   2560      0 31937939    0    0 61952 358704 2981 1489  1  1 97  1  0  0
 1  1      0   2304      0 31938405    0    0 61952 362676 3067 1454  1  1 97  1  0  0
 2  1      0   3840      0 31936878    0    0 64512 350656 2984 1494  1  1 97  1  0  0
 1  1      0   3072      0 31937627    0    0 61440 362148 3065 1610  1  1 97  1  0  0
 0  2      0   5888      0 31934725    0    0 65024 356792 3002 1409  1  1 97  1  0  0
 0  2      0   5888      0 31934805    0    0 65024 355912 3009 1464  1  1 97  1  0  0
 1  1      0   6656      0 31934063    0    0 64000 360448 2964 1390  1  1 97  1  0  0
 1  1      0   4864      0 31935822    0    0 63488 357772 3112 1610  1  1 97  1  0  0
 1  1      0    256      0 31940251    0    0 62464 359284 3013 1439  1  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  1      0   4352      0 31936326    0    0 64512 360156 3064 1474  1  1 97  1  0  0
 1  0      0   6912      0 31933748    0    0 90624 223476 2471 1362  1  1 97  1  0  0
 1  0      0   4608      0 31935889    0    0 147456     0 1634 1296  2  1 97  1  0  0
 1  0      0    512      0 31940108    0    0 147456    64 1634 1220  2  1 97  1  0  0
 0  1      0   2048      0 31938569    0    0 148480     0 1576 1202  2  1 97  1  0  0
 0  1      0   4864      0 31935771    0    0 148224     0 1687 1430  2  1 97  1  0  0
 0  2      0   3584      0 31936016    0    0 146688  4044 1648 1304  2  1 97  1  0  0
 1  1      0      0      0 31940655    0    0 64000 356648 2992 1544  1  1 94  4  0  0
 1  1      0   5376      0 31934941    0    0 57856 365668 3185 1772  1  1 94  3  0  0
 0  2      0   3072      0 31936512    0    0 61952 365344 3060 1422  1  1 94  3  0  0
 1  0      0    256      0 31939395    0    0 136192 54272 1853 1313  2  1 97  1  0  0
 1  0      0   2816      0 31936786    0    0 148480    76 1745 1323  2  1 97  1  0  0
 1  0      0   7424      0 31932435    0    0 147968     0 1571 1179  2  1 97  1  0  0
 0  1      0   3328      0 31936552    0    0 148480    48 1630 1232  2  1 97  1  0  0
 1  0      0   5888      0 31933875    0    0 147456     0 1630 1285  2  1 97  1  0  0
 1  0      0   3840      0 31935943    0    0 147456     0 1597 1275  2  1 97  1  0  0
 1  0      0   1024      0 31938945    0    0 147456     0 1640 1287  2  1 97  1  0  0
 1  0      0   4608      0 31935225    0    0 147456     0 1574 1200  2  1 97  1  0  0
 1  0      0      0      0 31939986    0    0 147968    76 1696 1395  2  1 97  1  0  0
 0  1      0   4608      0 31935387    0    0 147712     0 1583 1214  2  1 97  1  0  0
 1  0      0   1792      0 31938071    0    0 147200     4 1595 1184  2  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0   2816      0 31936938    0    0 149504     0 1580 1201  2  1 97  1  0  0
 1  0      0   4864      0 31935024    0    0 148992    80 1674 1288  2  1 97  1  0  0
 1  0      0   1792      0 31938047    0    0 147456    28 1604 1204  2  1 97  1  0  0
 1  0      0   5632      0 31934295    0    0 147456     0 1560 1161  2  1 97  1  0  0
 0  1      0   5888      0 31934236    0    0 149504     0 1559 1136  2  1 97  1  0  0
 0  1      0   1792      0 31938282    0    0 151552     0 1653 1285  2  1 97  1  0  0
 1  0      0    768      0 31939273    0    0 149504     0 1579 1158  2  1 97  1  0  0
 1  0      0   5632      0 31934477    0    0 151552    32 1643 1288  2  1 97  1  0  0
 1  0      0   6656      0 31933493    0    0 148480     0 1573 1146  2  1 97  1  0  0
 1  0      0      0      0 31940029    0    0 149504     0 1725 1439  2  1 97  1  0  0
 1  0      0    512      0 31939177    0    0 148480     0 2040 2092  2  1 97  1  0  0
 0  1      0    512      0 31939855    0    0 150528     0 1832 1528  2  1 97  1  0  0
 1  0      0      0      0 31940452    0    0 148992    16 1747 1291  2  1 97  1  0  0
 0  1      0    768      0 31939667    0    0 149760     0 1732 1325  2  1 97  1  0  0
 3  0      0   1792      0 31938457    0    0 114432 145788 2139 1258  1  1 96  2  0  0
 2  0      0   5888      0 31934503    0    0 62976 365196 3026 1406  1  1 94  4  0  0
 0  2      0    768      0 31939605    0    0 64000 352260 2923 1429  1  1 94  4  0  0
 0  1      0   4352      0 31936090    0    0 144896 17532 1835 1497  2  1 97  1  0  0
 1  0      0   6656      0 31933943    0    0 147456     0 1613 1192  2  1 97  1  0  0
 0  1      0   1280      0 31939308    0    0 147968     0 1602 1139  2  1 97  1  0  0
 1  0      0 1349088      0 30596273    0    0 92672     0 1683 1076  1  2 97  0  0  0
