rocs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0    764      0 7135235    0    0     0 466948 3251 1045  0  3 94  3  0  0
 2  0      0    124      0 7135926    0    0     0 460752 3306 1122  0  3 94  3  0  0
 1  2      0    764      0 7134781    0    0     4 473248 3393 1154  0  3 94  3  0  0
 1  1      0   1276      0 7134496    0    0     0 466948 3213 1034  0  3 94  3  0  0
 2  0      0      0      0 7135631    0    0     0 458756 3242 1030  0  3 94  3  0  0
 1  1      0   1536      0 7134029    0    0     0 466948 3363 1119  0  3 94  3  0  0
 0  2      0   1024      0 7134702    0    0     0 466948 3283 1036  0  3 94  3  0  0
 2  0      0    512      0 7135277    0    0     0 462980 3446 1260  0  3 94  3  0  0
 0  1      0 8187172      0 7179131    0    0 43264 323704 2932 1014  0  3 95  2  0  0
 0  1      0 7447588      0 7548539    0    0 369408     0 2449 2814  0  2 97  1  0  0
 1  0      0 6700572      0 7921788    0    0 373248     0 2539 3100  0  2 97  1  0  0
 1  0      0 5925404      0 8308860    0    0 387328     0 2419 2758  0  2 97  1  0  0
 1  0      0 6876328      0 8522900    0    0 213760     0 1877 1671  1  1 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0 6137512      0 8892386    0    0 368640    44 2436 2867  0  2 97  1  0  0
 1  1      0 5822376      0 9049930    0    0 157440 253960 2482 1824  0  1 94  4  0  0
 1  2      0 5593000      0 9164625    0    0 114432 311296 2477 1538  0  1 94  5  0  0
 2  0      0 5366184      0 9278036    0    0 113152 303104 2459 1585  0  1 94  5  0  0
 1  0      0 4768424      0 9576960    0    0 297984 82096 2598 2726  0  2 96  2  0  0
 1  0      0 4138664      0 9891792    0    0 314368    68 2232 2382  0  1 97  1  0  0
 0  1      0 4972340      0 10164432    0    0 272640     0 2044 2093  1  1 97  1  0  0
 1  0      0 4206900      0 10546712    0    0 382208     0 2458 2719  0  2 97  1  0  0
 0  1      0 3458868      0 10920400    0    0 373504     0 2422 2857  0  2 97  1  0  0
 1  0      0 2762292      0 11268304    0    0 348160    44 2388 2771  0  2 97  1  0  0
 0  1      0 3692980      0 11492560    0    0 224256     0 1870 1736  1  1 97  1  0  0
 1  0      0 2935220      0 11871184    0    0 378368     0 2348 2694  0  2 97  1  0  0
 1  0      0 2165684      0 12255388    0    0 384256     0 2481 2818  0  2 97  1  0  0
 1  0      0 1391284      0 12642256    0    0 386816     0 2487 2792  0  2 97  1  0  0
 0  1      0 2341444      0 12856528    0    0 214272    32 1883 1635  1  1 97  1  0  0
 0  1      0 1576260      0 13238736    0    0 382208    12 2452 2806  0  2 97  1  0  0
 1  0      0 811588      0 13620688    0    0 382208     0 2463 2882  0  2 97  1  0  0
 1  0      0  53572      0 13999312    0    0 378368     0 2398 2796  0  2 97  1  0  0
 1  0      0 1029584      0 14200784    0    0 201472     0 1888 1607  1  1 97  1  0  0
 0  1      0 312528      0 14558928    0    0 358400     0 2424 2789  0  2 97  1  0  0
 0  1      0    768      0 14517481    0    0 352512     0 2487 2768  0  2 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0   2816      0 14171990    0    0 342528    12 2407 2653  0  2 97  1  0  0
 1  0      0 1379420      0 14030264    0    0 143616    24 1697 1216  1  1 97  0  0  0
 1  0      0 1379420      0 14030264    0    0     0     0 1154  290  2  1 97  0  0  0
 1  0      0 1379420      0 14030264    0    0     0     0 1226  418  2  1 97  0  0  0
 1  0      0 1379168      0 14030261    0    0     0    72 1148  180  2  1 97  0  0  0
 1  0      0 185184      0 14030261    0    0     0     4 1098  160  1  2 97  0  0  0
 1  0      0    256      0 13151580    0    0     0    36 1111  829  1  2 97  0  0  0
 1  0      0   2048      0 12344431    0    0     0     0 1153  927  1  2 97  0  0  0
 1  0      0   1280      0 11473379    0    0     0     0 1104  926  1  2 97  0  0  0
 1  0      0   2048      0 10388996    0    0     0     0 1097 1097  1  2 97  0  0  0
 1  0      0      0      0 9310202    0    0     0    68 1139 1198  1  2 97  0  0  0
 1  0      0   1792      0 8218076    0    0     0    16 1148 1389  1  2 97  0  0  0
 1  0      0    252      0 7135440    0    0     0    12 1180 1351  1  2 97  0  0  0
 0  2      0    212      0 7135023    0    0     0 114692 1723 1296  0  3 97  0  0  0
 3  0      0    764      0 7134366    0    0     0 466948 3276 1110  0  2 97  1  0  0
 2  0      0   1536      0 7133442    0    0     0 466948 3382 1144  0  2 97  1  0  0
 1  1      0      0      0 7135238    0    0     0 466948 3264 1040  0  2 97  1  0  0
 1  1      0    764      0 7134411    0    0     0 467056 3411 1202  0  2 97  1  0  0
 2  1      0    764      0 7134344    0    0     0 466948 3280 1076  0  2 97  1  0  0
 1  1      0   1536      0 7133483    0    0     0 462808 3301 1135  0  2 97  1  0  0
 1  1      0   1020      0 7134247    0    0     0 471088 3383 1151  0  2 97  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0    180      0 7135094    0    0     0 466948 3245 1044  0  2 97  1  0  0
 0  2      0   1532      0 7133568    0    0     0 457984 3301 1144  0  2 97  1  0  0
 0  2      0   1276      0 7134012    0    0     0 467964 3327 1213  0  2 97  1  0  0
 2  1      0    764      0 7134435    0    0     0 466948 3296 1064  0  2 97  1  0  0
 1  1      0    768      0 7134377    0    0     0 465288 3299 1030  0  2 97  1  0  0
 0  2      0    256      0 7134926    0    0     0 467736 3309 1014  0  2 97  1  0  0
 1  1      0    768      0 7134379    0    0     0 465556 3398 1169  0  2 97  1  0  0
 1  1      0   1280      0 7133694    0    0     0 464688 3417 1044  0  2 97  1  0  0
 0  1      0 8273700      0 7135110    0    0     0 430612 2944  628  0  2 97  1  0  0
 1  0      0 8273700      0 7135110    0    0     0 458752 2416  439  0  1 97  2  0  0
 1  0      0 8302300      0 7106575    0    0     0 262224 2212 1055  0  2 97  1  0  0
 1  0      0 8373800      0 7035104    0    0     0     0 1392 1173  0  3 97  0  0  0
 1  0      0 12393512      0 6972006    0    0     0   144 1611 1035  0  3 97  0  0  0
 0  0      0 24986404      0 6971996    0    0     0     4 1263  399  0  2 98  0  0  0
 0  0      0 24986404      0 6971996    0    0     0     0  193  252  0  0 100  0  0  0
 0  0      0 24986176      0 6971996    0    0     0  2132  206  436  0  0 100  0  0  0
 0  0      0 24986176      0 6971996    0    0     0     0  102  147  0  0 100  0  0  0
 0  0      0 24986176      0 6971996    0    0     0     0   97  145  0  0 100  0  0  0
 0  0      0 24986176      0 6971996    0    0     0     0  271  339  0  0 100  0  0  0
